SNR,SNAME,SART,REGBEZ,KRSREST,REGBEZL,ABKZ,MBBEZ,MBABKZ,KRSL,KRSTYP
0124,Christoph-Scheiner-Gymnasium Ingolstadt,Gymnasium,1,161,Oberbayern,obb,MB für die Gymnasien in Oberbayern-West in München Klenze-Gymnasium München,MB GYM Obb-W,Stadt Ingolstadt,Stadtkreis
0125,Katharinen-Gymnasium Ingolstadt,Gymnasium,1,161,Oberbayern,obb,MB für die Gymnasien in Oberbayern-West in München Klenze-Gymnasium München,MB GYM Obb-W,Stadt Ingolstadt,Stadtkreis
0126,Gnadenthal-Gymnasium Ingolstadt der Diözese Eichstätt,Gymnasium,1,161,Oberbayern,obb,MB für die Gymnasien in Oberbayern-West in München Klenze-Gymnasium München,MB GYM Obb-W,Stadt Ingolstadt,Stadtkreis
0127,Landschulheim Schloß Ising am Chiemsee des Zweckverbands Bayer. Landschulheime - Gymnasium,Gymnasium,1,189,Oberbayern,obb,MB für die Gymnasien in Oberbayern-Ost Maria-Theresia-Gymnasium München,MB GYM Obb-O,LK Traunstein,Landkreis
0128,Europäisch-Ungarisches Gymnasium Kastl gGmbH,Gymnasium,3,371,Oberpfalz,opf,MB für die Gymnasien in der Oberpfalz Albertus-Magnus-Gymnasium Regensburg,MB GYM Opf,LK Amberg-Sulzbach,Landkreis
0129,Jakob-Brucker-Gymnasium Kaufbeuren,Gymnasium,7,762,Schwaben,sch,MB für die Gymnasien in Schwaben Holbein-Gymnasium Augsburg,MB GYM Schw,Stadt Kaufbeuren,Stadtkreis
0130,Marien-Gymnasium Kaufbeuren d. Schulwerks d. Diözese Augsburg,Gymnasium,7,762,Schwaben,sch,MB für die Gymnasien in Schwaben Holbein-Gymnasium Augsburg,MB GYM Schw,Stadt Kaufbeuren,Stadtkreis
0131,Donau-Gymnasium Kelheim,Gymnasium,2,273,Niederbayern,ndb,MB für die Gymnasien in Niederbayern Hans-Leinberger-Gymnasium Landshut,MB GYM Ndb,LK Kelheim,Landkreis
0132,Landschulheim Kempfenhausen des Zweckverbandes Bayerische Landschulheime - Gymnasium -,Gymnasium,1,188,Oberbayern,obb,MB für die Gymnasien in Oberbayern-West in München Klenze-Gymnasium München,MB GYM Obb-W,LK Starnberg,Landkreis
0133,Carl-von-Linde-Gymnasium Kempten,Gymnasium,7,763,Schwaben,sch,MB für die Gymnasien in Schwaben Holbein-Gymnasium Augsburg,MB GYM Schw,Stadt Kempten (Allgäu),Stadtkreis
0134,Allgäu-Gymnasium Kempten,Gymnasium,7,763,Schwaben,sch,MB für die Gymnasien in Schwaben Holbein-Gymnasium Augsburg,MB GYM Schw,Stadt Kempten (Allgäu),Stadtkreis
0135,Hildegardis-Gymnasium Kempten,Gymnasium,7,763,Schwaben,sch,MB für die Gymnasien in Schwaben Holbein-Gymnasium Augsburg,MB GYM Schw,Stadt Kempten (Allgäu),Stadtkreis
0136,Armin-Knab-Gymnasium Kitzingen,Gymnasium,6,675,Unterfranken,ufr,MB für die Gymnasien in Unterfranken Wirsberg-Gymnasium Würzburg,MB GYM Ufr,LK Kitzingen,Landkreis
0137,Gymnasium Königsbrunn,Gymnasium,7,772,Schwaben,sch,MB für die Gymnasien in Schwaben Holbein-Gymnasium Augsburg,MB GYM Schw,LK Augsburg,Landkreis
0138,Gymnasium Bad Königshofen i.Gr.,Gymnasium,6,673,Unterfranken,ufr,MB für die Gymnasien in Unterfranken Wirsberg-Gymnasium Würzburg,MB GYM Ufr,LK Rhön-Grabfeld,Landkreis
0139,Benedikt-Stattler-Gymnasium Bad Kötzting,Gymnasium,3,372,Oberpfalz,opf,MB für die Gymnasien in der Oberpfalz Albertus-Magnus-Gymnasium Regensburg,MB GYM Opf,LK Cham,Landkreis
0140,Kaspar-Zeuß-Gymnasium Kronach,Gymnasium,4,476,Oberfranken,ofr,MB für die Gymnasien in Oberfranken Jean-Paul-Gymnasium Hof,MB GYM Ofr,LK Kronach,Landkreis
0141,Simpert-Kraemer-Gymnasium Krumbach,Gymnasium,7,774,Schwaben,sch,MB für die Gymnasien in Schwaben Holbein-Gymnasium Augsburg,MB GYM Schw,LK Günzburg,Landkreis
0142,Markgraf-Georg-Friedrich-Gymnasium Kulmbach,Gymnasium,4,477,Oberfranken,ofr,MB für die Gymnasien in Oberfranken Jean-Paul-Gymnasium Hof,MB GYM Ofr,LK Kulmbach,Landkreis
0143,Caspar-Vischer-Gymnasium Kulmbach,Gymnasium,4,477,Oberfranken,ofr,MB für die Gymnasien in Oberfranken Jean-Paul-Gymnasium Hof,MB GYM Ofr,LK Kulmbach,Landkreis
0144,Gymnasium Landau a.d.Isar,Gymnasium,2,279,Niederbayern,ndb,MB für die Gymnasien in Niederbayern Hans-Leinberger-Gymnasium Landshut,MB GYM Ndb,LK Dingolfing-Landau,Landkreis
0145,Dominikus-Zimmermann-Gymnasium Landsberg am Lech,Gymnasium,1,181,Oberbayern,obb,MB für die Gymnasien in Oberbayern-West in München Klenze-Gymnasium München,MB GYM Obb-W,LK Landsberg am Lech,Landkreis
0146,Hans-Carossa-Gymnasium Landshut,Gymnasium,2,261,Niederbayern,ndb,MB für die Gymnasien in Niederbayern Hans-Leinberger-Gymnasium Landshut,MB GYM Ndb,Stadt Landshut,Stadtkreis
0147,Hans-Leinberger-Gymnasium Landshut,Gymnasium,2,261,Niederbayern,ndb,MB für die Gymnasien in Niederbayern Hans-Leinberger-Gymnasium Landshut,MB GYM Ndb,Stadt Landshut,Stadtkreis
0148,Gymnasium der Schulstiftung Seligenthal in Landshut,Gymnasium,2,261,Niederbayern,ndb,MB für die Gymnasien in Niederbayern Hans-Leinberger-Gymnasium Landshut,MB GYM Ndb,Stadt Landshut,Stadtkreis
0149,Christoph-Jacob-Treu-Gymnasium Lauf a.d.Pegnitz,Gymnasium,5,574,Mittelfranken,mfr,MB für die Gymnasien in Mittelfranken Hans-Sachs-Gymnasium Nürnberg,MB GYM Mfr,LK Nürnberger Land,Landkreis
0150,Rottmayr-Gymnasium Laufen,Gymnasium,1,172,Oberbayern,obb,MB für die Gymnasien in Oberbayern-Ost Maria-Theresia-Gymnasium München,MB GYM Obb-O,LK Berchtesgadener Land,Landkreis
0151,Albertus-Gymnasium Lauingen,Gymnasium,7,773,Schwaben,sch,MB für die Gymnasien in Schwaben Holbein-Gymnasium Augsburg,MB GYM Schw,LK Dillingen a.d. Donau,Landkreis
0152,Gymnasium München-Trudering,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0153,Meranier-Gymnasium Lichtenfels,Gymnasium,4,478,Oberfranken,ofr,MB für die Gymnasien in Oberfranken Jean-Paul-Gymnasium Hof,MB GYM Ofr,LK Lichtenfels,Landkreis
0154,Bodensee-Gymnasium Lindau,Gymnasium,7,776,Schwaben,sch,MB für die Gymnasien in Schwaben Holbein-Gymnasium Augsburg,MB GYM Schw,LK Lindau (Bodensee),Landkreis
0155,Valentin-Heider-Gymnasium Lindau,Gymnasium,7,776,Schwaben,sch,MB für die Gymnasien in Schwaben Holbein-Gymnasium Augsburg,MB GYM Schw,LK Lindau (Bodensee),Landkreis
0156,Gymnasium Lindenberg i.Allgäu,Gymnasium,7,776,Schwaben,sch,MB für die Gymnasien in Schwaben Holbein-Gymnasium Augsburg,MB GYM Schw,LK Lindau (Bodensee),Landkreis
0157,Franz-Ludwig-von-Erthal-Gymnasium Lohr,Gymnasium,6,677,Unterfranken,ufr,MB für die Gymnasien in Unterfranken Wirsberg-Gymnasium Würzburg,MB GYM Ufr,LK Main-Spessart,Landkreis
0158,Gabelsberger-Gymnasium Mainburg,Gymnasium,2,273,Niederbayern,ndb,MB für die Gymnasien in Niederbayern Hans-Leinberger-Gymnasium Landshut,MB GYM Ndb,LK Kelheim,Landkreis
0159,Gymnasium Marktbreit,Gymnasium,6,675,Unterfranken,ufr,MB für die Gymnasien in Unterfranken Wirsberg-Gymnasium Würzburg,MB GYM Ufr,LK Kitzingen,Landkreis
0160,Gymnasium Marktoberdorf,Gymnasium,7,777,Schwaben,sch,MB für die Gymnasien in Schwaben Holbein-Gymnasium Augsburg,MB GYM Schw,LK Ostallgäu,Landkreis
0161,Otto-Hahn-Gymnasium Marktredwitz,Gymnasium,4,479,Oberfranken,ofr,MB für die Gymnasien in Oberfranken Jean-Paul-Gymnasium Hof,MB GYM Ofr,LK Wunsiedel i. Fichtelgebirge,Landkreis
0162,Gymnasium Landschulheim Marquartstein,Gymnasium,1,189,Oberbayern,obb,MB für die Gymnasien in Oberbayern-Ost Maria-Theresia-Gymnasium München,MB GYM Obb-O,LK Traunstein,Landkreis
0163,Martin-Pollich-Gymnasium Mellrichstadt,Gymnasium,6,673,Unterfranken,ufr,MB für die Gymnasien in Unterfranken Wirsberg-Gymnasium Würzburg,MB GYM Ufr,LK Rhön-Grabfeld,Landkreis
0164,Bernhard-Strigel-Gymnasium Memmingen,Gymnasium,7,764,Schwaben,sch,MB für die Gymnasien in Schwaben Holbein-Gymnasium Augsburg,MB GYM Schw,Stadt Memmingen,Stadtkreis
0165,Vöhlin-Gymnasium Memmingen,Gymnasium,7,764,Schwaben,sch,MB für die Gymnasien in Schwaben Holbein-Gymnasium Augsburg,MB GYM Schw,Stadt Memmingen,Stadtkreis
0166,St.-Michaels-Gymnasium der Benediktiner Metten,Gymnasium,2,271,Niederbayern,ndb,MB für die Gymnasien in Niederbayern Hans-Leinberger-Gymnasium Landshut,MB GYM Ndb,LK Deggendorf,Landkreis
0167,Gymnasium Miesbach,Gymnasium,1,182,Oberbayern,obb,MB für die Gymnasien in Oberbayern-Ost Maria-Theresia-Gymnasium München,MB GYM Obb-O,LK Miesbach,Landkreis
0168,Johannes-Butzbach-Gymnasium Miltenberg,Gymnasium,6,676,Unterfranken,ufr,MB für die Gymnasien in Unterfranken Wirsberg-Gymnasium Würzburg,MB GYM Ufr,LK Miltenberg,Landkreis
0169,Maristenkolleg Mindelheim - Gymnasium -  des Schulwerks der Diözese Augsburg,Gymnasium,7,778,Schwaben,sch,MB für die Gymnasien in Schwaben Holbein-Gymnasium Augsburg,MB GYM Schw,LK Unterallgäu,Landkreis
0170,Ignaz-Taschner-Gymnasium Dachau,Gymnasium,1,174,Oberbayern,obb,MB für die Gymnasien in Oberbayern-West in München Klenze-Gymnasium München,MB GYM Obb-W,LK Dachau,Landkreis
0171,Christoph-Probst-Gymnasium Gilching,Gymnasium,1,188,Oberbayern,obb,MB für die Gymnasien in Oberbayern-West in München Klenze-Gymnasium München,MB GYM Obb-W,LK Starnberg,Landkreis
0172,Ruperti-Gymnasium Mühldorf a.Inn,Gymnasium,1,183,Oberbayern,obb,MB für die Gymnasien in Oberbayern-Ost Maria-Theresia-Gymnasium München,MB GYM Obb-O,LK Mühldorf a. Inn,Landkreis
0173,Gymnasium Münchberg,Gymnasium,4,475,Oberfranken,ofr,MB für die Gymnasien in Oberfranken Jean-Paul-Gymnasium Hof,MB GYM Ofr,LK Hof,Landkreis
0174,Karlsgymnasium München-Pasing,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0175,Ludwigsgymnasium München,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0176,Maximiliansgymnasium München,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0177,Theresien-Gymnasium München,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0178,Wilhelmsgymnasium München,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0179,Wittelsbacher-Gymnasium München,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0180,Albert-Einstein-Gymnasium München,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0181,Oskar-von-Miller-Gymnasium München,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0182,Asam-Gymnasium München,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0183,Erasmus-Grasser-Gymnasium München,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0184,Gisela-Gymnasium München,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0185,Klenze-Gymnasium München,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in Oberbayern-West in München Klenze-Gymnasium München,MB GYM Obb-W,Stadt München,Stadtkreis
0186,Luitpold-Gymnasium München,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0187,Maria-Theresia-Gymnasium München,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in Oberbayern-Ost Maria-Theresia-Gymnasium München,MB GYM Obb-O,Stadt München,Stadtkreis
0188,Max-Planck-Gymnasium München,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0189,Rupprecht-Gymnasium München,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0190,Pestalozzi-Gymnasium München,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0191,Max-Josef-Stift München,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0192,Städtisches Luisengymnasium München,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0193,Städtisches Elsa-Brändström-Gymnasium München,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0194,Städtisches Louise-Schroeder Gymnasium München,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0195,Städtisches Sophie-Scholl-Gymnasium München,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0196,Städtisches Theodolinden-Gymnasium München,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0197,Städtisches Willi-Graf-Gymnasium München,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0198,Städtisches Thomas-Mann-Gymnasium München,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0199,Städtisches St.-Anna-Gymnasium München,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0200,Michaeli-Gymnasium München,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0201,Städtisches Adolf-Weber-Gymnasium München,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0202,Städtisches Käthe-Kollwitz-Gymnasium München,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0203,Städtisches Bertolt-Brecht-Gymnasium München,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0204,Theresia-Gerhardinger-Gymnasium am Anger München,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0205,Gymnasium Höhenkirchen-Siegertsbrunn,Gymnasium,1,184,Oberbayern,obb,MB für die Gymnasien in Oberbayern-Ost Maria-Theresia-Gymnasium München,MB GYM Obb-O,LK München,Landkreis
0206,"Erzbischöfliches Maria-Ward-Gymnasium Nymphenburg, München",Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0207,Erzbischöfliches Edith-Stein-Gymnasium München,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0208,Nymphenburger Gymnasium München des Schulvereins Ernst Adam e.V.,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0209,Karl-Ritter-von-Frisch-Gymnasium Moosburg,Gymnasium,1,178,Oberbayern,obb,MB für die Gymnasien in Oberbayern-Ost Maria-Theresia-Gymnasium München,MB GYM Obb-O,LK Freising,Landkreis
0210,Obermenzinger Gymnasium München,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0211,Kleines privates Lehrinstitut Derksen München -Gymnasium-,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0212,"Priv. wirtschafts- und sozialwiss. SABEL Gymnasium Nürnberg, staatlich genehmigt",Gymnasium,5,564,Mittelfranken,mfr,MB für die Gymnasien in Mittelfranken Hans-Sachs-Gymnasium Nürnberg,MB GYM Mfr,Stadt Nürnberg,Stadtkreis
0213,Gymnasium Grünwald,Gymnasium,1,184,Oberbayern,obb,MB für die Gymnasien in Oberbayern-Ost Maria-Theresia-Gymnasium München,MB GYM Obb-O,LK München,Landkreis
0214,Privatgymnasium Dr. Florian Überreiter München,Gymnasium,1,162,Oberbayern,obb,MB für die Gymnasien in der Landeshauptstadt München Max-Josef-Stift München,MB GYM Obb-M,Stadt München,Stadtkreis
0215,Joh.-Philipp-v.-Schönborn-Gymnasium Münnerstadt,Gymnasium,6,672,Unterfranken,ufr,MB für die Gymnasien in Unterfranken Wirsberg-Gymnasium Würzburg,MB GYM Ufr,LK Bad Kissingen,Landkreis
0216,Egbert-Gymnasium d. Benediktiner Münsterschwarzach,Gymnasium,6,675,Unterfranken,ufr,MB für die Gymnasien in Unterfranken Wirsberg-Gymnasium Würzburg,MB GYM Ufr,LK Kitzingen,Landkreis
0217,Staffelsee-Gymnasium Murnau,Gymnasium,1,180,Oberbayern,obb,MB für die Gymnasien in Oberbayern-West in München Klenze-Gymnasium München,MB GYM Obb-W,LK Garmisch-Partenkirchen,Landkreis
0218,Johann-Andreas-Schmeller-Gymnasium Nabburg,Gymnasium,3,376,Oberpfalz,opf,MB für die Gymnasien in der Oberpfalz Albertus-Magnus-Gymnasium Regensburg,MB GYM Opf,LK Schwandorf,Landkreis
0219,Hochfranken-Gymnasium Naila,Gymnasium,4,475,Oberfranken,ofr,MB für die Gymnasien in Oberfranken Jean-Paul-Gymnasium Hof,MB GYM Ofr,LK Hof,Landkreis
0220,Schloss Neubeuern - Gymnasium Internatsschule für Mädchen und Jungen,Gymnasium,1,187,Oberbayern,obb,MB für die Gymnasien in Oberbayern-Ost Maria-Theresia-Gymnasium München,MB GYM Obb-O,LK Rosenheim,Landkreis
0221,Descartes-Gymnasium Neuburg a.d.Donau,Gymnasium,1,185,Oberbayern,obb,MB für die Gymnasien in Oberbayern-West in München Klenze-Gymnasium München,MB GYM Obb-W,LK Neuburg-Schrobenhausen,Landkreis
0222,Laurentius-Gymnasium Neuendettelsau der Diakoneo KdöR,Gymnasium,5,571,Mittelfranken,mfr,MB für die Gymnasien in Mittelfranken Hans-Sachs-Gymnasium Nürnberg,MB GYM Mfr,LK Ansbach,Landkreis
0223,Willibald-Gluck-Gymnasium Neumarkt,Gymnasium,3,373,Oberpfalz,opf,MB für die Gymnasien in der Oberpfalz Albertus-Magnus-Gymnasium Regensburg,MB GYM Opf,LK Neumarkt i.d. OPf.,Landkreis
0224,Justus-von-Liebig-Gymnasium Neusäß,Gymnasium,7,772,Schwaben,sch,MB für die Gymnasien in Schwaben Holbein-Gymnasium Augsburg,MB GYM Schw,LK Augsburg,Landkreis
0225,Friedrich-Alexander-Gymnasium Neustadt a.d. Aisch,Gymnasium,5,575,Mittelfranken,mfr,MB für die Gymnasien in Mittelfranken Hans-Sachs-Gymnasium Nürnberg,MB GYM Mfr,LK Neustadt a.d. Aisch-Bad Windsheim,Landkreis
0226,Arnold-Gymnasium Neustadt bei Coburg,Gymnasium,4,473,Oberfranken,ofr,MB für die Gymnasien in Oberfranken Jean-Paul-Gymnasium Hof,MB GYM Ofr,LK Coburg,Landkreis
0227,Lessing-Gymnasium Neu-Ulm,Gymnasium,7,775,Schwaben,sch,MB für die Gymnasien in Schwaben Holbein-Gymnasium Augsburg,MB GYM Schw,LK Neu-Ulm,Landkreis
0228,St.-Gotthard-Gymnasium der Benediktiner Niederaltaich,Gymnasium,2,271,Niederbayern,ndb,MB für die Gymnasien in Niederbayern Hans-Leinberger-Gymnasium Landshut,MB GYM Ndb,LK Deggendorf,Landkreis
0229,Regental-Gymnasium Nittenau,Gymnasium,3,376,Oberpfalz,opf,MB für die Gymnasien in der Oberpfalz Albertus-Magnus-Gymnasium Regensburg,MB GYM Opf,LK Schwandorf,Landkreis
0230,Theodor-Heuss-Gymnasium Nördlingen,Gymnasium,7,779,Schwaben,sch,MB für die Gymnasien in Schwaben Holbein-Gymnasium Augsburg,MB GYM Schw,LK Donau-Ries,Landkreis
0231,Melanchthon-Gymnasium Nürnberg,Gymnasium,5,564,Mittelfranken,mfr,MB für die Gymnasien in Mittelfranken Hans-Sachs-Gymnasium Nürnberg,MB GYM Mfr,Stadt Nürnberg,Stadtkreis
0232,Neues Gymnasium Nürnberg,Gymnasium,5,564,Mittelfranken,mfr,MB für die Gymnasien in Mittelfranken Hans-Sachs-Gymnasium Nürnberg,MB GYM Mfr,Stadt Nürnberg,Stadtkreis
0233,Willstätter-Gymnasium Nürnberg,Gymnasium,5,564,Mittelfranken,mfr,MB für die Gymnasien in Mittelfranken Hans-Sachs-Gymnasium Nürnberg,MB GYM Mfr,Stadt Nürnberg,Stadtkreis
0234,Dürer-Gymnasium Nürnberg,Gymnasium,5,564,Mittelfranken,mfr,MB für die Gymnasien in Mittelfranken Hans-Sachs-Gymnasium Nürnberg,MB GYM Mfr,Stadt Nürnberg,Stadtkreis
0235,Hans-Sachs-Gymnasium Nürnberg,Gymnasium,5,564,Mittelfranken,mfr,MB für die Gymnasien in Mittelfranken Hans-Sachs-Gymnasium Nürnberg,MB GYM Mfr,Stadt Nürnberg,Stadtkreis
0236,Martin-Behaim-Gymnasium Nürnberg,Gymnasium,5,564,Mittelfranken,mfr,MB für die Gymnasien in Mittelfranken Hans-Sachs-Gymnasium Nürnberg,MB GYM Mfr,Stadt Nürnberg,Stadtkreis
0237,Pirckheimer-Gymnasium Nürnberg,Gymnasium,5,564,Mittelfranken,mfr,MB für die Gymnasien in Mittelfranken Hans-Sachs-Gymnasium Nürnberg,MB GYM Mfr,Stadt Nürnberg,Stadtkreis
0238,Städtisches Labenwolf-Gymnasium Nürnberg,Gymnasium,5,564,Mittelfranken,mfr,MB für die Gymnasien in Mittelfranken Hans-Sachs-Gymnasium Nürnberg,MB GYM Mfr,Stadt Nürnberg,Stadtkreis
0239,Städtisches Sigena-Gymnasium Nürnberg,Gymnasium,5,564,Mittelfranken,mfr,MB für die Gymnasien in Mittelfranken Hans-Sachs-Gymnasium Nürnberg,MB GYM Mfr,Stadt Nürnberg,Stadtkreis
0240,Städtisches Johannes-Scharrer-Gymnasium Nürnberg,Gymnasium,5,564,Mittelfranken,mfr,MB für die Gymnasien in Mittelfranken Hans-Sachs-Gymnasium Nürnberg,MB GYM Mfr,Stadt Nürnberg,Stadtkreis
0241,Städtische Peter-Vischer-Schule Nürnberg -Gymnasium-,Gymnasium,5,564,Mittelfranken,mfr,MB für die Gymnasien in Mittelfranken Hans-Sachs-Gymnasium Nürnberg,MB GYM Mfr,Stadt Nürnberg,Stadtkreis
0242,Maria-Ward-Gymnasium Nürnberg der Erzdiözese Bamberg,Gymnasium,5,564,Mittelfranken,mfr,MB für die Gymnasien in Mittelfranken Hans-Sachs-Gymnasium Nürnberg,MB GYM Mfr,Stadt Nürnberg,Stadtkreis
0243,Wilhelm-Löhe-Schule Nürnberg Evang. kooperative Gesamtschule -Gymnasium-,Gymnasium,5,564,Mittelfranken,mfr,MB für die Gymnasien in Mittelfranken Hans-Sachs-Gymnasium Nürnberg,MB GYM Mfr,Stadt Nürnberg,Stadtkreis
0244,Staatliches Gymnasium Holzkirchen,Gymnasium,1,182,Oberbayern,obb,MB für die Gymnasien in Oberbayern-Ost Maria-Theresia-Gymnasium München,MB GYM Obb-O,LK Miesbach,Landkreis
0245,Dietrich-Bonhoeffer-Gymnasium Oberasbach,Gymnasium,5,573,Mittelfranken,mfr,MB für die Gymnasien in Mittelfranken Hans-Sachs-Gymnasium Nürnberg,MB GYM Mfr,LK Fürth,Landkreis
